icao_code,iata_code,name,latitude,longitude
LIII, N/A, N/A,0.0,0.0
LIIM, N/A, N/A,0.0,0.0
LIJJ, N/A, N/A,0.0,0.0
LIMA, N/A, AERITALIA,45.086,7.603
LIMB, N/A, BRESSO,45.54,9.202
LIMC, MXP, MALPENSA,45.631,8.728
LIMD, N/A, N/A,0.0,0.0
LIME, BGY, BERGAMO ORIO AL SERIO,45.674,9.704
LIMF, TRN, TORINO,45.201,7.649
LIMG, ALL, ALBENGA,44.051,8.127
LIMH, N/A, N/A,0.0,0.0
LIMI, N/A, N/A,0.0,0.0
LIMJ, GOA, GENOVA SESTRI,44.412,8.842
LIMK, N/A, N/A,0.0,0.0
LIML, LIN, LINATE,45.445,9.277
LIMM, N/A, N/A,0.0,0.0
LIMN, N/A, CAMERI,45.529,8.669
LIMO, N/A, N/A,0.0,0.0
LIMP, PMF, PARMA,44.824,10.296
LIMQ, N/A, N/A,0.0,0.0
LIMR, N/A, N/A,0.0,0.0
LIMS, QPZ, PIACENZA,44.913,9.723
LIMT, N/A, N/A,0.0,0.0
LIMU, N/A, N/A,0.0,0.0
LIMV, N/A, N/A,0.0,0.0
LIMW, N/A, AOSTA,45.738,7.368
LIMY, N/A, N/A,0.0,0.0
LIMZ, CUF, LEVALDIGI,44.546,7.622
LIOW, N/A, N/A,0.0,0.0
LIPA, AVB, AVIANO AB,46.032,12.596
LIPB, BZO, BOLZANO,46.461,11.326
LIPC, N/A, CERVIA,44.224,12.306
LIPD, N/A, N/A,0.0,0.0
LIPE, BLQ, BOLOGNA,44.534,11.29
LIPF, N/A, N/A,0.0,0.0
LIPG, N/A, N/A,0.0,0.0
LIPH, TSF, TREVISO,45.649,12.195
LIPI, N/A, RIVOLTO,45.981,13.054
LIPJ, N/A, N/A,0.0,0.0
LIPK, FRL, FORLI,44.195,12.07
LIPL, N/A, GHEDI,45.432,10.268
LIPM, N/A, N/A,0.0,0.0
LIPN, N/A, VERONA BOSCOMANTICO,45.472,10.928
LIPO, VBS, MONTICHIARI,45.429,10.331
LIPP, N/A, N/A,0.0,0.0
LIPQ, TRS, RONCHI DEI LEGIONARI,45.828,13.466
LIPR, RMI, RIMINI,44.02,12.612
LIPS, N/A, ISTRANA,45.684,12.086
LIPT, VIC, VICENZA,45.574,11.531
LIPU, QPA, PADOVA,45.396,11.848
LIPV, N/A, N/A,0.0,0.0
LIPW, N/A, N/A,0.0,0.0
LIPX, VRN, VILLAFRANCA,45.396,10.888
LIPZ, VCE, VENEZIA TESSERA,45.505,12.352
LIQB, N/A, N/A,0.0,0.0
LIQC, N/A, N/A,0.0,0.0
LIQD, N/A, N/A,0.0,0.0
LIQI, N/A, N/A,0.0,0.0
LIQJ, N/A, N/A,0.0,0.0
LIQK, N/A, N/A,0.0,0.0
LIQL, N/A, N/A,0.0,0.0
LIQM, N/A, N/A,0.0,0.0
LIQN, N/A, N/A,0.0,0.0
LIQO, N/A, N/A,0.0,0.0
LIQP, N/A, N/A,0.0,0.0
LIQR, N/A, N/A,0.0,0.0
LIQS, SAY, AMPUGNANO,43.257,11.254
LIQT, N/A, N/A,0.0,0.0
LIQV, N/A, N/A,0.0,0.0
LIQZ, N/A, N/A,0.0,0.0
LIRA, CIA, CIAMPINO,41.799,12.595
LIRB, N/A, N/A,0.0,0.0
LIRC, N/A, N/A,0.0,0.0
LIRE, N/A, PRATICA DI MARE,41.654,12.444
LIRF, FCO, FIUMICINO,41.813,12.253
LIRG, N/A, GUIDONIA,41.99,12.741
LIRH, N/A, N/A,0.0,0.0
LIRI, N/A, PONTECAGNANO,40.62,14.911
LIRJ, EBA, MARINA DI CAMPO,42.76,10.239
LIRK, N/A, N/A,0.0,0.0
LIRL, QLT, LATINA,41.542,12.909
LIRM, N/A, GRAZZANISE,41.061,14.082
LIRN, NAP, CAPODICHINO,40.886,14.291
LIRP, PSA, PISA,43.684,10.393
LIRQ, FLR, PERETOLA,43.81,11.205
LIRS, GRS, GROSSETO,42.761,11.072
LIRT, N/A, N/A,0.0,0.0
LIRU, N/A, URBE,41.952,12.499
LIRV, N/A, VITERBO,42.43,12.064
LIRZ, PEG, PERUGIA,43.096,12.513
LIVB, N/A, N/A,0.0,0.0
LIVC, N/A, N/A,0.0,0.0
LIVD, N/A, N/A,0.0,0.0
LIVE, N/A, N/A,0.0,0.0
LIVF, N/A, N/A,0.0,0.0
LIVG, N/A, N/A,0.0,0.0
LIVM, N/A, N/A,0.0,0.0
LIVO, N/A, N/A,0.0,0.0
LIVP, N/A, N/A,0.0,0.0
LIVR, N/A, N/A,0.0,0.0
LIVT, TRS, N/A,0.0,0.0
LIVV, N/A, N/A,0.0,0.0
LIYW, N/A, N/A,0.0,0.0
LJAJ, N/A, N/A,0.0,0.0
LJBL, N/A, N/A,0.0,0.0
LJBO, N/A, N/A,0.0,0.0
LJCE, N/A, CERKLJE,45.9,15.53
LJCL, N/A, N/A,0.0,0.0
LJLA, N/A, N/A,0.0,0.0
LJLJ, LJU, LJUBLJANA,46.224,14.457
LJMB, MBX, MARIBOR,46.48,15.686
LJMS, N/A, N/A,0.0,0.0
LJNM, N/A, N/A,0.0,0.0
LJPO, N/A, N/A,0.0,0.0
LJPT, N/A, N/A,0.0,0.0
LJPZ, POW, PORTOROZ,45.473,13.615
LJSG, N/A, SLOVENJ GRADEC,46.472,15.117
LJVE, N/A, N/A,0.0,0.0
LKAA, N/A, N/A,0.0,0.0
LKBA, N/A, N/A,0.0,0.0
LKBC, N/A, N/A,0.0,0.0
LKBE, N/A, N/A,0.0,0.0
LKBL, N/A, N/A,0.0,0.0
LKBR, N/A, N/A,0.0,0.0
LKBU, N/A, N/A,0.0,0.0
LKCB, N/A, N/A,0.0,0.0
LKCE, N/A, N/A,0.0,0.0
LKCH, N/A, N/A,0.0,0.0
LKCL, N/A, N/A,0.0,0.0
LKCM, N/A, N/A,0.0,0.0
LKCO, N/A, N/A,0.0,0.0
LKCR, N/A, N/A,0.0,0.0
LKCS, N/A, CESKE BUDEJOVICE,48.946,14.427
LKCT, N/A, CHOTEBOR,49.684,15.676
LKCV, N/A, CASLAV,49.939,15.382
LKDK, N/A, N/A,0.0,0.0
LKFR, N/A, N/A,0.0,0.0
LKHB, N/A, N/A,0.0,0.0
LKHC, N/A, N/A,0.0,0.0
LKHD, N/A, N/A,0.0,0.0
LKHK, N/A, HRADEC KRALOVE,50.253,15.845
LKHN, N/A, N/A,0.0,0.0
LKHO, N/A, N/A,0.0,0.0
LKHR, N/A, N/A,0.0,0.0
LKHS, N/A, N/A,0.0,0.0
LKHV, N/A, N/A,0.0,0.0
LKJA, N/A, N/A,0.0,0.0
LKJC, N/A, N/A,0.0,0.0
LKJH, N/A, N/A,0.0,0.0
LKJI, N/A, N/A,0.0,0.0
LKKA, N/A, N/A,0.0,0.0
LKKB, N/A, KBELY,50.121,14.544
LKKL, N/A, N/A,0.0,0.0
LKKM, N/A, N/A,0.0,0.0
LKKO, N/A, N/A,0.0,0.0
LKKR, N/A, N/A,0.0,0.0
LKKT, N/A, N/A,0.0,0.0
LKKU, N/A, KUNOVICE,49.029,17.44
LKKV, KLV, KARLOVY VARY,50.203,12.915
LKKY, N/A, N/A,0.0,0.0
LKLB, N/A, N/A,0.0,0.0
LKLN, N/A, LINE,49.675,13.274
LKLT, N/A, N/A,0.0,0.0
LKMB, N/A, N/A,0.0,0.0
LKMH, N/A, MNICHOVO HRADISTE,50.54,15.006
LKMI, N/A, N/A,0.0,0.0
LKMK, N/A, N/A,0.0,0.0
LKML, N/A, N/A,0.0,0.0
LKMO, N/A, N/A,0.0,0.0
LKMR, N/A, N/A,0.0,0.0
LKMT, OSR, MOSNOV,49.696,18.111
LKNA, N/A, NAMEST,49.166,16.125
LKNM, N/A, N/A,0.0,0.0
LKOL, N/A, N/A,0.0,0.0
LKOT, N/A, N/A,0.0,0.0
LKPA, N/A, N/A,0.0,0.0
LKPB, N/A, N/A,0.0,0.0
LKPD, PED, PARDUBICE,50.013,15.739
LKPI, N/A, N/A,0.0,0.0
LKPJ, N/A, N/A,0.0,0.0
LKPK, N/A, N/A,0.0,0.0
LKPL, N/A, N/A,0.0,0.0
LKPM, N/A, PRIBRAM,49.719,14.097
LKPN, N/A, N/A,0.0,0.0
LKPO, PRV, PREROV,49.426,17.405
LKPR, PRG, RUZYNE,50.101,14.26
LKPS, N/A, N/A,0.0,0.0
LKPV, N/A, N/A,0.0,0.0
LKPY, N/A, N/A,0.0,0.0
LKRA, N/A, N/A,0.0,0.0
LKRK, N/A, N/A,0.0,0.0
LKRO, N/A, N/A,0.0,0.0
LKSA, N/A, N/A,0.0,0.0
LKSK, N/A, N/A,0.0,0.0
LKSN, N/A, N/A,0.0,0.0
LKSO, N/A, SOBESLAV,49.245,14.714
LKSR, N/A, N/A,0.0,0.0
LKST, N/A, N/A,0.0,0.0
LKSU, N/A, N/A,0.0,0.0
LKSZ, N/A, N/A,0.0,0.0
LKTA, N/A, N/A,0.0,0.0
LKTB, BRQ, TURANY,49.151,16.694
LKTC, N/A, N/A,0.0,0.0
LKTO, N/A, N/A,0.0,0.0
LKTV, N/A, N/A,0.0,0.0
LKUO, N/A, N/A,0.0,0.0
LKVL, N/A, N/A,0.0,0.0
LKVM, N/A, N/A,0.0,0.0
LKVO, N/A, VODOCHODY,50.216,14.396
LKVP, N/A, N/A,0.0,0.0
LKVR, N/A, N/A,0.0,0.0
LKVY, N/A, N/A,0.0,0.0
LKZA, N/A, N/A,0.0,0.0
LKZB, N/A, N/A,0.0,0.0
LKZC, N/A, N/A,0.0,0.0
LKZM, N/A, N/A,0.0,0.0
LLAA, N/A, N/A,0.0,0.0
LLAZ, N/A, N/A,0.0,0.0
LLBD, N/A, N/A,0.0,0.0
LLBG, TLV, BEN GURION,32.009,34.877
LLBS, BEV, TEYMAN,31.287,34.723
LLEK, N/A, TEL NOV,31.839,34.822
LLES, N/A, EYN SHEMER,32.441,35.006
LLET, ETH, EILAT,29.561,34.96
LLEY, N/A, EN YAHAV,30.623,35.202
LLFK, N/A, N/A,0.0,0.0
LLHA, HFA, HAIFA,32.811,35.044
LLHS, N/A, HATZOR,31.762,34.727
LLHZ, N/A, N/A,0.0,0.0
LLIB, RPN, MAHANAIM I BEN YAAKOV,32.981,35.572
LLJM, N/A, N/A,0.0,0.0
LLJR, JRS, JERUSALEM/ATAROT,31.867,35.217
LLKS, N/A, N/A,0.0,0.0
LLLL, N/A, ARAD,31.229,35.191
LLMG, N/A, MEGIDDO,32.599,35.228
LLMR, N/A, N/A,0.0,0.0
LLMZ, MTZ, BAR YEHUDA,31.328,35.388
LLNV, N/A, NEVATIM AB,31.208,35.012
LLOV, VDA, OVDA,29.94,34.936
LLRD, N/A, RAMAT DAVID,32.66,35.182
LLRM, N/A, RAMON,30.776,34.667
LLSC, N/A, N/A,0.0,0.0
LLSD, SDV, SDE DOV,32.114,34.782
LLTA, N/A, N/A,0.0,0.0
LMML, MLA, LUQA,35.857,14.478
LMMM, N/A, MALTA ACC,35.917,14.417
LNMC, MCM, N/A,0.0,0.0
LOAA, N/A, N/A,0.0,0.0
LOAB, N/A, N/A,0.0,0.0
LOAD, N/A, N/A,0.0,0.0
LOAE, N/A, N/A,0.0,0.0
LOAG, N/A, N/A,0.0,0.0
LOAH, N/A, N/A,0.0,0.0
LOAI, N/A, N/A,0.0,0.0
LOAK, N/A, N/A,0.0,0.0
LOAL, N/A, N/A,0.0,0.0
LOAM, N/A, N/A,0.0,0.0
LOAN, N/A, WIENER NEUSTADT EAST,47.843,16.26
LOAP, N/A, N/A,0.0,0.0
LOAS, N/A, N/A,0.0,0.0
LOAU, N/A, N/A,0.0,0.0
LOAV, N/A, N/A,0.0,0.0
LOGF, N/A, N/A,0.0,0.0
LOGG, N/A, N/A,0.0,0.0
LOGH, N/A, N/A,0.0,0.0
LOGI, N/A, N/A,0.0,0.0
LOGK, N/A, N/A,0.0,0.0
LOGL, N/A, N/A,0.0,0.0
LOGM, N/A, N/A,0.0,0.0
LOGO, N/A, N/A,0.0,0.0
LOGP, N/A, N/A,0.0,0.0
LOGR, N/A, N/A,0.0,0.0
LOGT, N/A, N/A,0.0,0.0
LOGU, N/A, N/A,0.0,0.0
LOGW, N/A, N/A,0.0,0.0
LOIH, N/A, N/A,0.0,0.0
LOIJ, N/A, N/A,0.0,0.0
LOIK, N/A, N/A,0.0,0.0
LOIR, N/A, N/A,0.0,0.0
LOIU, N/A, N/A,0.0,0.0
LOKA, N/A, N/A,0.0,0.0
LOKF, N/A, N/A,0.0,0.0
LOKG, N/A, N/A,0.0,0.0
LOKH, N/A, N/A,0.0,0.0
LOKL, N/A, N/A,0.0,0.0
LOKM, N/A, N/A,0.0,0.0
LOKN, N/A, N/A,0.0,0.0
LOKU, N/A, N/A,0.0,0.0
LOKW, N/A, N/A,0.0,0.0
LOKZ, N/A, N/A,0.0,0.0
LOLA, N/A, N/A,0.0,0.0
LOLC, N/A, N/A,0.0,0.0
LOLE, N/A, N/A,0.0,0.0
LOLF, N/A, N/A,0.0,0.0
LOLG, N/A, N/A,0.0,0.0
LOLH, N/A, N/A,0.0,0.0
LOLJ, N/A, N/A,0.0,0.0
LOLK, N/A, N/A,0.0,0.0
LOLM, N/A, N/A,0.0,0.0
LOLO, N/A, N/A,0.0,0.0
LOLP, N/A, N/A,0.0,0.0
LOLS, N/A, N/A,0.0,0.0
LOLT, N/A, N/A,0.0,0.0
LOLU, N/A, N/A,0.0,0.0
LOLV, N/A, N/A,0.0,0.0
LOLW, N/A, WELS,48.183,14.041
LOLX, N/A, N/A,0.0,0.0
LOSJ, N/A, N/A,0.0,0.0
LOSK, N/A, N/A,0.0,0.0
LOSL, N/A, N/A,0.0,0.0
LOSM, N/A, N/A,0.0,0.0
LOSN, N/A, N/A,0.0,0.0
LOSU, N/A, N/A,0.0,0.0
LOVV, N/A, N/A,0.0,0.0
LOWG, GRZ, GRAZ MIL/CIV,47.0,15.433
LOWI, INN, INNSBRUCK,47.26,11.344
LOWK, KLU, KLAGENFURT(AUS-AFB),46.65,14.333
LOWL, LNZ, HORSCHING INTERNATIONAL AIRPORT (AUS - AFB),48.233,14.183
LOWM, N/A, VIENNA MET CENTER,48.0,16.5
LOWS, SZG, SALZBURG,47.793,13.004
LOWW, VIE, SCHWECHAT,48.11,16.57
LOWZ, N/A, N/A,0.0,0.0
LOXA, N/A, N/A,0.0,0.0
LOXB, N/A, N/A,0.0,0.0
LOXG, N/A, GRAZ,46.991,15.439
LOXK, N/A, KLAGENFURT,46.642,14.338
LOXL, N/A, LINZ,48.233,14.188
LOXN, N/A, N/A,0.0,0.0
LOXS, N/A, N/A,0.0,0.0
LOXT, N/A, TULLN,48.321,16.112
LOXW, N/A, N/A,0.0,0.0
LOXZ, N/A, ZELTWEG,47.203,14.744
LPAM, N/A, N/A,0.0,0.0
LPAR, N/A, ALVERCA,38.883,-9.03
LPAZ, SMA, SANTA MARIA,36.971,-25.171
LPBG, BGC, BRAGANCA,41.868,-6.712
LPBJ, N/A, BEJA,38.079,-7.932
LPBR, N/A, BRAGA,41.587,-8.445
LPCH, N/A, N/A,0.0,0.0
LPCO, N/A, COIMBRA,40.157,-8.47
LPCS, N/A, CASCAIS,38.725,-9.355
LPCV, N/A, COVILHA,40.265,-7.48
LPEV, N/A, EVORA,38.533,-7.889
LPFL, FLW, FLORES,39.455,-31.131
LPFR, FAO, FARO,37.014,-7.966
LPFU, FNC, N/A,0.0,0.0
LPGR, GRW, GRACIOSA,39.092,-28.03
LPHR, HOR, HORTA,38.52,-28.716
LPIN, N/A, ESPINHO,40.974,-8.645
LPJF, N/A, N/A,0.0,0.0
LPJO, N/A, N/A,0.0,0.0
LPLA, TER, LAJES,38.764,-27.093
LPLG, N/A, N/A,0.0,0.0
LPLZ, N/A, N/A,0.0,0.0
LPMF, N/A, N/A,0.0,0.0
LPMG, N/A, LISBON MET OFFICE,38.717,-9.156
LPMI, N/A, N/A,0.0,0.0
LPMR, N/A, MONTE REAL,39.831,-8.887
LPMT, N/A, MONTIJO,38.704,-9.036
LPOT, N/A, N/A,0.0,0.0
LPOV, N/A, OVAR,40.916,-8.646
LPPC, N/A, N/A,0.0,0.0
LPPD, PDL, PONTA DELGADA,37.741,-25.698
LPPI, PIX, PICO,38.554,-28.44
LPPM, N/A, PORTIMAO,37.149,-8.584
LPPO, N/A, N/A,0.0,0.0
LPPR, OPO, PORTO,41.248,-8.681
LPPS, PXO, PORTO SANTO,33.073,-16.35
LPPT, LIS, LISBOA,38.781,-9.136
LPPV, N/A, N/A,0.0,0.0
LPSA, N/A, N/A,0.0,0.0
LPSC, N/A, N/A,0.0,0.0
LPSI, N/A, N/A,0.0,0.0
LPSJ, SJZ, SAO JORGE,38.665,-28.176
LPST, N/A, SINTRA,38.831,-9.339
LPTN, N/A, TANCOS,39.475,-8.364
LPVR, VRL, VILA REAL,41.274,-7.72
LPVZ, N/A, VISEU,40.725,-7.889
LQBK, N/A, BANJA LUKA,44.941,17.298
LQMO, OMO, MOSTAR,43.283,17.846
LQSA, SJJ, SARAJEVO,43.824,18.331
LRAR, ARW, ARAD,46.176,21.262
LRBC, BCM, BACAU,46.522,26.91
LRBM, BAY, TAUTII MAGHERAUS,47.658,23.47
LRBS, BBU, BANEASA,44.503,26.102
LRCK, CND, MIHAIL KOGALNICEANU,44.362,28.488
LRCL, CLJ, SOMESENI,46.785,23.686
LRCS, CSB, CARANSEBES,45.42,22.253
LRCV, CRA, CRAIOVA,44.318,23.889
LRIA, IAS, IASI,47.179,27.62
LROD, OMR, ORADEA,47.025,21.902
LROP, OTP, OTOPENI,44.574,26.103
LRSB, SBZ, SIBIU,45.786,24.091
LRSM, SUJ, SATU MARE,47.703,22.886
LRSV, SCV, SALCEA,47.688,26.354
LRTC, TCE, CATALOI,45.062,28.714
LRTM, TGM, VIDRASAU,46.468,24.412
LRTR, TSR, GIARMATA,45.81,21.338
LSAS, N/A, N/A,0.0,0.0
LSAW, N/A, N/A,0.0,0.0
LSAZ, N/A, REICHENBACH,46.614,7.678
LSBB, N/A, N/A,0.0,0.0
LSER, N/A, N/A,0.0,0.0
LSEZ, N/A, N/A,0.0,0.0
LSGB, N/A, N/A,0.0,0.0
LSGC, N/A, LES EPLATURES,47.084,6.793
LSGE, N/A, N/A,0.0,0.0
LSGG, GVA, GENEVA COINTRIN,46.238,6.109
LSGK, N/A, SAANEN,46.488,7.251
LSGL, N/A, N/A,0.0,0.0
LSGN, N/A, N/A,0.0,0.0
LSGP, N/A, N/A,0.0,0.0
LSGS, SIR, SION,46.219,7.327
LSGT, N/A, N/A,0.0,0.0
LSGY, N/A, N/A,0.0,0.0
LSHA, N/A, N/A,0.0,0.0
LSHC, N/A, N/A,0.0,0.0
LSHG, N/A, N/A,0.0,0.0
LSHS, N/A, N/A,0.0,0.0
LSMA, N/A, ALPNACH,46.944,8.284
LSMB, N/A, N/A,0.0,0.0
LSMC, N/A, ULRICHEN,46.501,8.296
LSMD, N/A, DUBENDORF,47.399,8.648
LSME, N/A, EMMEN,47.092,8.305
LSMF, N/A, MOLLIS,47.079,9.065
LSMG, N/A, N/A,0.0,0.0
LSMH, N/A, N/A,0.0,0.0
LSMI, N/A, INTERLAKEN,46.676,7.879
LSMJ, N/A, TURTMANN,46.304,7.714
LSML, N/A, N/A,0.0,0.0
LSMM, N/A, MEIRINGEN,46.743,8.11
LSMN, N/A, RARON,46.304,7.823
LSMO, N/A, N/A,0.0,0.0
LSMP, N/A, PAYERNE,46.843,6.915
LSMR, N/A, N/A,0.0,0.0
LSMS, N/A, N/A,0.0,0.0
LSMU, N/A, BUOCHS AIRPORT,46.975,8.399
LSPA, N/A, N/A,0.0,0.0
LSPD, N/A, N/A,0.0,0.0
LSPF, N/A, N/A,0.0,0.0
LSPH, N/A, N/A,0.0,0.0
LSPK, N/A, N/A,0.0,0.0
LSPL, N/A, N/A,0.0,0.0
LSPN, N/A, N/A,0.0,0.0
LSPV, N/A, N/A,0.0,0.0
LSSS, N/A, N/A,0.0,0.0
LSSW, N/A, ZURICH MET,47.383,8.567
LSTB, N/A, N/A,0.0,0.0
LSTO, N/A, N/A,0.0,0.0
LSTR, N/A, N/A,0.0,0.0
LSXB, N/A, N/A,0.0,0.0
LSXD, N/A, N/A,0.0,0.0
LSXE, N/A, N/A,0.0,0.0
LSXG, N/A, N/A,0.0,0.0
LSXH, N/A, N/A,0.0,0.0
LSXK, N/A, N/A,0.0,0.0
LSXL, N/A, N/A,0.0,0.0
LSXM, SMV, N/A,0.0,0.0
LSXN, N/A, N/A,0.0,0.0
LSXO, N/A, N/A,0.0,0.0
LSXP, N/A, N/A,0.0,0.0
LSXS, N/A, N/A,0.0,0.0
LSXT, N/A, N/A,0.0,0.0
LSXU, N/A, N/A,0.0,0.0
LSXV, N/A, N/A,0.0,0.0
LSXW, N/A, N/A,0.0,0.0
LSZA, LUG, LUGANO,46.004,8.911
LSZB, BRN, BERN BELP,46.914,7.497
LSZD, N/A, N/A,0.0,0.0
LSZE, N/A, N/A,0.0,0.0
LSZF, N/A, N/A,0.0,0.0
LSZG, N/A, GRENCHEN,47.181,7.417
LSZH, ZRH, ZURICH,47.465,8.549
LSZI, N/A, N/A,0.0,0.0
LSZJ, N/A, N/A,0.0,0.0
LSZK, N/A, N/A,0.0,0.0
LSZL, N/A, N/A,0.0,0.0
LSZM, N/A, N/A,0.0,0.0
LSZN, N/A, N/A,0.0,0.0
LSZO, N/A, N/A,0.0,0.0
LSZP, N/A, N/A,0.0,0.0
LSZR, ACH, ST GALLEN ALTENRHEIN,47.485,9.561
LSZS, SMV, SAMEDAN,46.532,9.883
LSZT, N/A, N/A,0.0,0.0
LSZU, N/A, N/A,0.0,0.0
LSZV, N/A, N/A,0.0,0.0
LSZW, N/A, N/A,0.0,0.0
LSZX, N/A, N/A,0.0,0.0
LSZY, N/A, N/A,0.0,0.0
LTAA, N/A, ANKARA ACC,40.0,32.0
LTAB, N/A, GUVERCINLIK,39.935,32.741
LTAC, ESB, ESENBOGA,40.128,32.995
LTAD, ANK, ETIMESGUT,39.95,32.689
LTAE, N/A, AKINCI,40.079,32.566
LTAF, ADA, ADANA,36.982,35.28
LTAG, ADA, INCIRLIK AB,37.002,35.426
LTAH, AFY, AFYON,38.726,30.601
LTAI, AYT, ANTALYA,36.901,30.792
LTAJ, GZT, OGUZELI,36.948,37.479
LTAK, N/A, ISKENDERUN,36.573,36.154
LTAL, N/A, KASTAMONU,41.314,33.796
LTAM, N/A, N/A,0.0,0.0
LTAN, KYA, KONYA,37.979,32.562
LTAO, N/A, N/A,0.0,0.0
LTAP, MZH, MERZIFON,40.829,35.522
LTAQ, SSX, SAMSUN AIRPORT,41.276,36.304
LTAR, VAS, SIVAS,39.814,36.903
LTAS, N/A, CAYCUMA,41.516,32.1
LTAT, MLX, ERHAC,38.436,38.092
LTAU, ASR, ERKILET,38.77,35.495
LTAV, N/A, SIVRIHISAR,39.451,31.365
LTAW, N/A, TOKAT,40.305,36.368
LTAX, N/A, ERDEMIR,41.254,31.415
LTAY, DNZ, CARDAK,37.785,29.701
LTAZ, N/A, KAPADOKYA,38.772,34.534
LTBA, IST, ATATURK,40.977,28.821
LTBB, N/A, N/A,0.0,0.0
LTBC, N/A, N/A,0.0,0.0
LTBD, N/A, CILDIR,37.816,27.886
LTBE, BTZ, BURSA,40.232,29.009
LTBF, BZI, BALIKESIR,39.619,27.925
LTBG, BDM, BANDIRMA,40.318,27.977
LTBH, N/A, CANAKKALE,40.138,26.427
LTBI, ESK, ESKISEHIR,39.784,30.582
LTBJ, ADB, ADNAN MENDERES,38.292,27.157
LTBK, N/A, GAZIEMIR,38.319,27.16
LTBL, IGL, CIGLI,38.513,27.01
LTBM, N/A, ISPARTA,37.785,30.582
LTBN, N/A, KUTAHYA,39.427,30.016
LTBO, N/A, USAK,38.681,29.471
LTBP, N/A, YALOVA,40.683,29.379
LTBQ, N/A, TOPEL,40.735,30.083
LTBR, N/A, YENISEHIR,40.255,29.563
LTBS, DLM, DALAMAN,36.713,28.793
LTBT, N/A, AKHISAR,38.809,27.834
LTBU, N/A, CORLU,41.138,27.919
LTBV, N/A, N/A,0.0,0.0
LTBW, N/A, N/A,0.0,0.0
LTBX, N/A, SAMANDIRA,40.993,29.216
LTBY, N/A, ANADOLU,39.81,30.519
LTBZ, N/A, N/A,0.0,0.0
LTCA, EZS, ELAZIG,38.607,39.291
LTCB, N/A, N/A,0.0,0.0
LTCC, DIY, DIYARBAKIR,37.894,40.201
LTCD, ERC, ERZINCAN,39.71,39.526
LTCE, ERZ, ERZURUM,39.956,41.17
LTCF, N/A, KARS,40.562,43.115
LTCG, TZX, TRABZON,40.995,39.79
LTCH, N/A, SANLIURFA,37.092,38.846
LTCI, VAN, VAN,38.468,43.332
LTCJ, BAL, BATMAN,37.929,41.116
LTCK, N/A, MUS,38.754,41.661
LTCL, N/A, SIIRT,37.979,41.84
LTCM, N/A, SINOP,42.019,35.079
LTFA, N/A, KAKLIC,38.517,26.977
LTFB, N/A, EFES,37.951,27.329
LUBL, N/A, BALTI,47.838,27.781
LUCH, N/A, N/A,0.0,0.0
LUCL, N/A, N/A,0.0,0.0
LUCM, N/A, N/A,0.0,0.0
LUKA, N/A, N/A,0.0,0.0
LUKK, KIV, CHISINAU,46.928,28.931
LUSR, N/A, N/A,0.0,0.0
LUTG, N/A, N/A,0.0,0.0
LUTR, N/A, N/A,0.0,0.0
LWOH, OHD, OHRID,41.18,20.742
LWSK, SKP, SKOPJE,41.961,21.621
LXGB, GIB, GIBRALTAR,36.151,-5.349
LYBA, N/A, N/A,0.0,0.0
LYBE, BEG, BEOGRAD,44.818,20.309
LYNI, INI, N/A,0.0,0.0
LYPG, TGD, PODGORICA,42.359,19.252
LYPR, PRN, PRISTINA,42.573,21.036
LYTV, TIV, TIVAT,42.404,18.723
LYVR, N/A, VRSAC,45.147,21.31
LYYY, N/A, N/A,0.0,0.0
LZBB, N/A, N/A,0.0,0.0
LZDB, N/A, N/A,0.0,0.0
LZHL, N/A, N/A,0.0,0.0
LZIB, BTS, M R STEFANIK,48.17,17.212
LZKC, N/A, N/A,0.0,0.0
LZKZ, KSC, KOSICE,48.663,21.241
LZLU, N/A, N/A,0.0,0.0
LZMA, N/A, N/A,0.0,0.0
LZMC, N/A, MALACKY,48.402,17.118
LZNI, N/A, N/A,0.0,0.0
LZNZ, N/A, N/A,0.0,0.0
LZOC, N/A, N/A,0.0,0.0
LZPE, N/A, N/A,0.0,0.0
LZPP, PZY, PIESTANY,48.625,17.828
LZPT, N/A, N/A,0.0,0.0
LZPW, N/A, N/A,0.0,0.0
LZRU, N/A, N/A,0.0,0.0
LZRY, N/A, N/A,0.0,0.0
LZSE, N/A, N/A,0.0,0.0
LZSL, SLD, SLIAC,48.638,19.134
LZSV, N/A, N/A,0.0,0.0
LZTN, N/A, TRENCIN,48.865,17.992
LZTR, N/A, N/A,0.0,0.0
LZTT, TAT, TATRY,49.073,20.241
LZVB, N/A, N/A,0.0,0.0
LZZI, N/A, ZILINA,49.232,18.614
MBJT, GDT, N/A,0.0,0.0
MBMC, MDS, N/A,0.0,0.0
MBNC, NCA, NORTH CAICOS,21.917,-71.939
MBPI, N/A, N/A,0.0,0.0
MBPV, PLS, PROVIDENCIALES,21.774,-72.266
MBSC, XSC, SOUTH CAICOS,21.516,-71.528
MBSY, SLX, N/A,0.0,0.0
MDAB, N/A, ARROYO BARRIL,19.199,-69.43
MDAD, N/A, N/A,0.0,0.0
MDAN, N/A, N/A,0.0,0.0
MDBA, N/A, N/A,0.0,0.0
MDBC, N/A, N/A,0.0,0.0
MDBE, N/A, N/A,0.0,0.0
MDBG, N/A, N/A,0.0,0.0
