icao_code,iata_code,name,latitude,longitude
ETOM, N/A, N/A,0.0,0.0
ETOQ, N/A, N/A,0.0,0.0
ETOR, N/A, COLEMAN AAF,49.563,8.463
ETOU, N/A, WIESBADEN AAF,50.05,8.325
ETOW, N/A, N/A,0.0,0.0
ETOY, N/A, N/A,0.0,0.0
ETRA, N/A, N/A,0.0,0.0
ETRB, N/A, N/A,0.0,0.0
ETSA, N/A, LANDSBERG LECH,48.071,10.906
ETSB, N/A, BUCHEL,50.174,7.063
ETSE, N/A, ERDING,48.322,11.949
ETSF, FEL, FURSTENFELDBRUCK,48.206,11.267
ETSH, N/A, HOLZDORF,51.768,13.167
ETSI, N/A, INGOLSTADT MANCHING,48.716,11.534
ETSL, N/A, LECHFELD,48.186,10.862
ETSM, N/A, MEMMINGEN,47.989,10.239
ETSN, N/A, NEUBURG,48.711,11.211
ETSP, N/A, N/A,0.0,0.0
ETUD, N/A, N/A,0.0,0.0
ETUK, N/A, N/A,0.0,0.0
ETUL, LRC, LAARBRUCH,51.602,6.143
ETUN, N/A, N/A,0.0,0.0
ETUO, GUT, GUTERSLOH,51.923,8.306
ETUR, BGN, BRUGGEN,51.2,6.132
FAAB, ALJ, ALEXANDER BAY,-28.575,16.533
FAAE, N/A, N/A,0.0,0.0
FAAG, AGZ, AGGENEYS,-29.282,18.814
FAAN, N/A, N/A,0.0,0.0
FAAP, N/A, ARNOT POWER STATION,-25.944,29.81
FAAR, ADI, N/A,0.0,0.0
FAAS, N/A, N/A,0.0,0.0
FABA, N/A, N/A,0.0,0.0
FABB, N/A, BRAKPAN,-26.239,28.302
FABC, N/A, N/A,0.0,0.0
FABD, N/A, N/A,0.0,0.0
FABE, VIY, BISHO,-32.897,27.279
FABF, N/A, N/A,0.0,0.0
FABH, N/A, N/A,0.0,0.0
FABJ, N/A, N/A,0.0,0.0
FABK, N/A, N/A,0.0,0.0
FABL, BFN, BLOEMFONTEIN,-29.092,26.302
FABM, N/A, BETHLEHEM,-28.248,28.336
FABN, N/A, N/A,0.0,0.0
FABO, N/A, BOTHAVILLE,-27.367,26.629
FABP, N/A, N/A,0.0,0.0
FABR, N/A, N/A,0.0,0.0
FABS, N/A, N/A,0.0,0.0
FABU, N/A, N/A,0.0,0.0
FABV, N/A, N/A,0.0,0.0
FABW, N/A, N/A,0.0,0.0
FABX, N/A, N/A,0.0,0.0
FABZ, N/A, N/A,0.0,0.0
FACA, N/A, N/A,0.0,0.0
FACB, N/A, N/A,0.0,0.0
FACC, N/A, N/A,0.0,0.0
FACD, N/A, N/A,0.0,0.0
FACH, N/A, N/A,0.0,0.0
FACK, N/A, N/A,0.0,0.0
FACN, N/A, N/A,0.0,0.0
FACO, N/A, N/A,0.0,0.0
FACR, N/A, CARLETONVILLE,-26.369,27.35
FACT, CPT, CAPE TOWN INTERNATIONAL,-33.965,18.602
FACV, N/A, CALVINIA,-31.5,19.726
FACW, N/A, N/A,0.0,0.0
FADA, N/A, DE AAR MILITARY,-30.637,23.92
FADB, N/A, DWAALBOOM,-24.805,26.832
FADC, N/A, N/A,0.0,0.0
FADD, N/A, DUNDEE,-28.183,30.224
FADE, N/A, N/A,0.0,0.0
FADG, N/A, N/A,0.0,0.0
FADH, N/A, N/A,0.0,0.0
FADI, N/A, N/A,0.0,0.0
FADL, N/A, N/A,0.0,0.0
FADM, N/A, N/A,0.0,0.0
FADN, DUR, DURBAN INTERNATIONAL,-29.97,30.95
FADO, N/A, N/A,0.0,0.0
FADR, N/A, N/A,0.0,0.0
FADS, N/A, N/A,0.0,0.0
FADV, N/A, N/A,0.0,0.0
FAEC, N/A, N/A,0.0,0.0
FAED, N/A, N/A,0.0,0.0
FAEG, N/A, N/A,0.0,0.0
FAEL, ELS, EAST LONDON,-33.036,27.826
FAEM, N/A, N/A,0.0,0.0
FAEO, N/A, ERMELO,-26.495,29.98
FAER, ELL, ELLISRAS,-23.726,27.688
FAES, N/A, N/A,0.0,0.0
FAET, N/A, N/A,0.0,0.0
FAFA, N/A, N/A,0.0,0.0
FAFB, N/A, FICKSBURG SENTRAOES,-28.823,27.909
FAFF, N/A, N/A,0.0,0.0
FAFK, N/A, N/A,0.0,0.0
FAFO, N/A, N/A,0.0,0.0
FAFR, N/A, N/A,0.0,0.0
FAGA, N/A, N/A,0.0,0.0
FAGB, N/A, N/A,0.0,0.0
FAGC, GCJ, GRAND CENTRAL,-25.986,28.14
FAGE, N/A, N/A,0.0,0.0
FAGF, GFY, N/A,0.0,0.0
FAGG, GRJ, GEORGE,-34.005,22.379
FAGH, N/A, N/A,0.0,0.0
FAGI, N/A, GIYANI,-23.284,30.65
FAGJ, N/A, N/A,0.0,0.0
FAGL, N/A, N/A,0.0,0.0
FAGM, HCS, RAND,-26.242,28.151
FAGO, N/A, N/A,0.0,0.0
FAGR, N/A, N/A,0.0,0.0
FAGS, N/A, N/A,0.0,0.0
FAGT, N/A, GRAHAMSTOWN,-33.285,26.498
FAGV, N/A, N/A,0.0,0.0
FAGW, N/A, N/A,0.0,0.0
FAGY, N/A, GREYTOWN,-29.122,30.587
FAHA, N/A, HARMONY,-28.079,26.861
FAHB, N/A, N/A,0.0,0.0
FAHC, N/A, N/A,0.0,0.0
FAHD, N/A, N/A,0.0,0.0
FAHE, N/A, HENDRINA,-25.979,29.619
FAHF, N/A, N/A,0.0,0.0
FAHG, GHC, HEIDELBERG,-26.506,28.394
FAHH, N/A, N/A,0.0,0.0
FAHI, N/A, N/A,0.0,0.0
FAHJ, N/A, N/A,0.0,0.0
FAHL, N/A, N/A,0.0,0.0
FAHM, N/A, N/A,0.0,0.0
FAHN, N/A, N/A,0.0,0.0
FAHO, N/A, HEILBRON,-27.278,27.996
FAHP, N/A, N/A,0.0,0.0
FAHR, N/A, HARRISMITH,-28.235,29.106
FAHS, HDS, HOEDSPRUIT AFS,-24.369,31.049
FAHT, N/A, N/A,0.0,0.0
FAHU, N/A, N/A,0.0,0.0
FAHV, N/A, GARIEP DAM,-30.562,25.528
FAID, N/A, N/A,0.0,0.0
FAJS, JNB, JOHANNESBURG INTERNATIONAL,-26.139,28.246
FAKA, N/A, N/A,0.0,0.0
FAKB, N/A, N/A,0.0,0.0
FAKD, N/A, KLERKSDORP,-26.871,26.718
FAKE, N/A, N/A,0.0,0.0
FAKF, N/A, N/A,0.0,0.0
FAKG, N/A, KOMATI POWER STATION,-26.093,29.455
FAKH, N/A, N/A,0.0,0.0
FAKJ, N/A, N/A,0.0,0.0
FAKK, N/A, N/A,0.0,0.0
FAKL, N/A, KRIEL,-26.252,29.194
FAKM, KIM, KIMBERLEY,-28.803,24.765
FAKO, N/A, N/A,0.0,0.0
FAKP, N/A, KOMATIPOORT,-25.441,31.93
FAKR, N/A, KRUGERSDORP,-26.081,27.726
FAKS, N/A, KROONSTAD,-27.661,27.316
FAKT, KMP, N/A,0.0,0.0
FAKU, N/A, JOHAN PIENAAR,-27.457,23.411
FAKV, N/A, N/A,0.0,0.0
FAKW, N/A, N/A,0.0,0.0
FAKX, N/A, N/A,0.0,0.0
FAKZ, KLZ, KLEINSEE,-29.688,17.094
FALA, HLA, LANSERIA,-25.938,27.926
FALB, N/A, LADYBRAND,-29.181,27.453
FALF, N/A, N/A,0.0,0.0
FALH, N/A, N/A,0.0,0.0
FALI, N/A, LICHTENBURG,-26.176,26.184
FALK, N/A, N/A,0.0,0.0
FALL, N/A, N/A,0.0,0.0
FALM, N/A, N/A,0.0,0.0
FALR, N/A, N/A,0.0,0.0
FALT, LCD, LOUIS TRICHARDT AFB,-23.16,29.696
FALW, N/A, LANGEBAANWEG,-32.969,18.16
FALY, LAY, LADYSMITH,-28.582,29.75
FALZ, LUD, N/A,0.0,0.0
FAMA, N/A, N/A,0.0,0.0
FAMB, N/A, MIDDELBURG,-25.685,29.44
FAMC, N/A, N/A,0.0,0.0
FAMD, N/A, N/A,0.0,0.0
FAME, N/A, N/A,0.0,0.0
FAMF, N/A, N/A,0.0,0.0
FAMG, MGH, MARGATE,-30.857,30.343
FAMH, N/A, N/A,0.0,0.0
FAMI, N/A, MARBLE HALL,-24.989,29.283
FAMJ, N/A, MAJUBA POWER STATION,-27.079,29.778
FAMK, MFK, MAFIKENG NORTH,-25.753,25.612
FAML, N/A, N/A,0.0,0.0
FAMM, MBO, MAFIKENG,-25.798,25.548
FAMN, N/A, MALELANE,-25.473,31.566
FAMO, N/A, N/A,0.0,0.0
FAMP, MPA, N/A,0.0,0.0
FAMQ, N/A, N/A,0.0,0.0
FAMR, N/A, N/A,0.0,0.0
FAMS, MEZ, MESSINA,-22.356,29.986
FAMT, N/A, N/A,0.0,0.0
FAMU, N/A, MKUZI,-27.626,32.044
FAMW, MZF, N/A,0.0,0.0
FAMY, N/A, N/A,0.0,0.0
FAMZ, N/A, N/A,0.0,0.0
FANA, NNI, N/A,0.0,0.0
FANC, NCS, NEWCASTLE,-27.771,29.977
FANG, N/A, N/A,0.0,0.0
FANH, N/A, N/A,0.0,0.0
FANL, N/A, N/A,0.0,0.0
FANS, NLP, NELSPRUIT,-25.501,30.913
FANV, N/A, N/A,0.0,0.0
FANY, N/A, NYLSTROOM,-24.686,28.435
FAOA, OND, N/A,0.0,0.0
FAOB, N/A, OVERBERG,-34.555,20.25
FAOD, N/A, N/A,0.0,0.0
FAOE, N/A, N/A,0.0,0.0
FAOF, N/A, N/A,0.0,0.0
FAOG, OMD, N/A,0.0,0.0
FAOH, DUH, OUDTSHOORN,-33.607,22.189
FAOI, N/A, N/A,0.0,0.0
FAOJ, N/A, N/A,0.0,0.0
FAOK, N/A, N/A,0.0,0.0
FAOL, N/A, N/A,0.0,0.0
FAON, N/A, N/A,0.0,0.0
FAOO, OKF, N/A,0.0,0.0
FAOR, N/A, N/A,0.0,0.0
FAOS, OHI, N/A,0.0,0.0
FAOT, N/A, N/A,0.0,0.0
FAOU, N/A, N/A,0.0,0.0
FAOV, N/A, N/A,0.0,0.0
FAOW, N/A, N/A,0.0,0.0
FAOY, N/A, N/A,0.0,0.0
FAPA, N/A, N/A,0.0,0.0
FAPB, N/A, PIETERSBURG INTERNATIONAL,-23.845,29.459
FAPC, N/A, N/A,0.0,0.0
FAPD, N/A, N/A,0.0,0.0
FAPE, PLZ, PORT ELIZABETH,-33.985,25.617
FAPF, N/A, N/A,0.0,0.0
FAPG, N/A, PLETTENBERG BAY,-34.09,23.328
FAPH, PHW, PHALABORWA,-23.937,31.155
FAPI, PTG, PIETERSBURG MUNI,-23.926,29.484
FAPJ, N/A, PORT ST JOHNS,-31.606,29.52
FAPK, N/A, N/A,0.0,0.0
FAPL, N/A, N/A,0.0,0.0
FAPM, PZB, PIETERMARITZBURG,-29.649,30.399
FAPN, NTY, PILANESBERG,-25.334,27.173
FAPO, N/A, N/A,0.0,0.0
FAPP, N/A, POTGIETERSRUS,-24.23,28.984
FAPQ, N/A, POMFRET,-25.847,23.538
FAPS, N/A, POTCHEFSTROOM,-26.671,27.082
FAPT, N/A, N/A,0.0,0.0
FAPV, N/A, N/A,0.0,0.0
FAPW, N/A, N/A,0.0,0.0
FAPY, N/A, PARYS,-26.889,27.503
FAPZ, N/A, N/A,0.0,0.0
FAQT, UTW, QUEENSTOWN,-31.92,26.882
FARB, RCB, RICHARDS BAY,-28.741,32.092
FARC, N/A, N/A,0.0,0.0
FARD, N/A, N/A,0.0,0.0
FARG, N/A, RUSTENBURG,-25.644,27.271
FARH, N/A, N/A,0.0,0.0
FARI, N/A, N/A,0.0,0.0
FARK, WVB, N/A,0.0,0.0
FARO, N/A, N/A,0.0,0.0
FARP, N/A, N/A,0.0,0.0
FARS, N/A, ROBERTSON,-33.812,19.903
FARU, NDU, N/A,0.0,0.0
FARZ, N/A, N/A,0.0,0.0
FASA, N/A, N/A,0.0,0.0
FASB, SBU, SPRINGBOK,-29.689,17.939
FASC, N/A, SECUNDA,-26.524,29.17
FASD, N/A, SALDANHA VREDENBURG,-32.964,17.969
FASE, N/A, N/A,0.0,0.0
FASG, N/A, N/A,0.0,0.0
FASH, N/A, N/A,0.0,0.0
FASI, N/A, SPRINGS,-26.248,28.398
FASK, N/A, SWARTKOP,-25.809,28.164
FASL, N/A, N/A,0.0,0.0
FASM, SWP, N/A,0.0,0.0
FASN, N/A, N/A,0.0,0.0
FASO, N/A, N/A,0.0,0.0
FASP, N/A, N/A,0.0,0.0
FASQ, N/A, N/A,0.0,0.0
FASR, N/A, N/A,0.0,0.0
FASS, SIS, SISHEN,-27.648,22.999
FAST, N/A, N/A,0.0,0.0
FASU, N/A, SACE,-25.961,29.209
FASV, N/A, N/A,0.0,0.0
FASX, N/A, N/A,0.0,0.0
FASZ, SZK, SKUKUZA,-24.961,31.589
FATB, N/A, N/A,0.0,0.0
FATC, N/A, N/A,0.0,0.0
FATF, N/A, TOMMYS FLD,-28.26,22.993
FATH, THY, P R MPHEPHU,-23.079,30.383
FATK, N/A, N/A,0.0,0.0
FATM, TSB, N/A,0.0,0.0
FATN, TCU, THABA NCHU,-29.319,26.823
FATP, N/A, NEW TEMPE,-29.033,26.157
FATR, N/A, N/A,0.0,0.0
FATT, N/A, TUTUKA POWER STATION,-26.776,29.339
FATZ, LTA, TZANEEN,-23.824,30.329
FAUC, N/A, N/A,0.0,0.0
FAUH, N/A, N/A,0.0,0.0
FAUK, N/A, N/A,0.0,0.0
FAUL, ULD, PRINCE MANGOSUTHU BUTHELEZI,-28.321,31.416
FAUP, UTN, UPINGTON,-28.401,21.261
FAUR, N/A, N/A,0.0,0.0
FAUS, N/A, N/A,0.0,0.0
FAUT, UTT, UMTATA,-31.548,28.674
FAVA, N/A, N/A,0.0,0.0
FAVB, VRU, VRYBURG,-26.982,24.729
FAVD, N/A, N/A,0.0,0.0
FAVE, N/A, N/A,0.0,0.0
FAVF, N/A, N/A,0.0,0.0
FAVG, VIR, VIRGINIA,-29.771,31.058
FAVI, N/A, N/A,0.0,0.0
FAVP, N/A, VANDERBIJLPARK,-26.692,27.778
FAVR, N/A, VREDENDAL,-31.641,18.545
FAVU, N/A, N/A,0.0,0.0
FAVV, N/A, VEREENIGING,-26.566,27.961
FAVW, N/A, N/A,0.0,0.0
FAVY, VYD, VRYHEID,-27.787,30.795
FAWA, N/A, N/A,0.0,0.0
FAWB, PRY, WONDERBOOM,-25.654,28.224
FAWC, N/A, N/A,0.0,0.0
FAWD, N/A, N/A,0.0,0.0
FAWE, WDH, N/A,0.0,0.0
FAWH, N/A, N/A,0.0,0.0
FAWI, N/A, WITBANK,-25.832,29.192
FAWK, N/A, WATERKLOOF AFB,-25.83,28.222
FAWL, N/A, N/A,0.0,0.0
FAWM, WEL, WELKOM,-27.998,26.669
FAWN, N/A, N/A,0.0,0.0
FAWO, N/A, N/A,0.0,0.0
FAWP, N/A, N/A,0.0,0.0
FAWR, N/A, N/A,0.0,0.0
FAWS, N/A, WESSELSBRON,-27.847,26.35
FAWT, N/A, N/A,0.0,0.0
FAWY, N/A, N/A,0.0,0.0
FAYP, N/A, YSTERPLAAT,-33.9,18.498
FAZA, N/A, N/A,0.0,0.0
FAZP, N/A, N/A,0.0,0.0
FAZR, N/A, ZEERUST,-25.599,26.042
FBCO, N/A, N/A,0.0,0.0
FBFT, FRW, FRANCISTOWN,-21.159,27.474
FBGM, N/A, N/A,0.0,0.0
FBGZ, GNZ, N/A,0.0,0.0
FBJW, JWA, JWANENG,-24.602,24.691
FBKE, BBK, KASANE,-17.833,25.162
FBKG, N/A, N/A,0.0,0.0
FBKR, KHW, N/A,0.0,0.0
FBKY, N/A, N/A,0.0,0.0
FBLO, N/A, N/A,0.0,0.0
FBMG, N/A, N/A,0.0,0.0
FBML, N/A, N/A,0.0,0.0
FBMM, N/A, N/A,0.0,0.0
FBMN, MUB, MAUN,-19.972,23.431
FBMS, N/A, N/A,0.0,0.0
FBNN, N/A, N/A,0.0,0.0
FBNT, N/A, N/A,0.0,0.0
FBNW, N/A, N/A,0.0,0.0
FBOK, N/A, N/A,0.0,0.0
FBOR, ORP, ORAPA,-21.266,25.32
FBPA, N/A, N/A,0.0,0.0
FBPY, N/A, N/A,0.0,0.0
FBRK, N/A, N/A,0.0,0.0
FBSD, N/A, N/A,0.0,0.0
FBSK, GBE, SIR SERETSE KHAMA INTERNATIONAL,-24.555,25.918
FBSP, PKW, SELEBI PHIKWE,-22.058,27.829
FBSR, N/A, N/A,0.0,0.0
FBSV, N/A, N/A,0.0,0.0
FBSW, SWX, N/A,0.0,0.0
FBTE, N/A, N/A,0.0,0.0
FBTL, TLD, N/A,0.0,0.0
FBTS, TBY, N/A,0.0,0.0
FBXG, N/A, N/A,0.0,0.0
FBXX, N/A, N/A,0.0,0.0
FCBA, N/A, N/A,0.0,0.0
FCBB, BZV, BRAZZAVILLE MAYA MAYA,-4.252,15.253
FCBD, DJM, N/A,0.0,0.0
FCBG, N/A, N/A,0.0,0.0
FCBK, KNJ, N/A,0.0,0.0
FCBL, LCO, N/A,0.0,0.0
FCBM, MUY, N/A,0.0,0.0
FCBO, N/A, N/A,0.0,0.0
FCBP, N/A, N/A,0.0,0.0
FCBS, SIB, N/A,0.0,0.0
FCBT, N/A, N/A,0.0,0.0
FCBU, N/A, N/A,0.0,0.0
FCBY, NKY, N/A,0.0,0.0
FCBZ, N/A, N/A,0.0,0.0
FCMA, N/A, N/A,0.0,0.0
FCMB, N/A, N/A,0.0,0.0
FCMD, N/A, N/A,0.0,0.0
FCMF, N/A, N/A,0.0,0.0
FCMG, N/A, N/A,0.0,0.0
FCMI, N/A, N/A,0.0,0.0
FCMK, N/A, N/A,0.0,0.0
FCML, N/A, N/A,0.0,0.0
FCMM, N/A, N/A,0.0,0.0
FCMN, N/A, N/A,0.0,0.0
FCMO, N/A, N/A,0.0,0.0
FCMR, N/A, N/A,0.0,0.0
FCMS, N/A, N/A,0.0,0.0
FCMT, N/A, N/A,0.0,0.0
FCMY, N/A, N/A,0.0,0.0
FCMZ, N/A, N/A,0.0,0.0
FCOB, BOE, N/A,0.0,0.0
FCOE, EWO, N/A,0.0,0.0
FCOG, GMM, N/A,0.0,0.0
FCOI, ION, IMPFONDO,1.589,18.047
FCOK, KEE, N/A,0.0,0.0
FCOL, N/A, N/A,0.0,0.0
FCOM, MKJ, MAKOUA,-0.021,15.575
FCOO, FTX, OWANDO,-0.531,15.95
FCOS, SOE, N/A,0.0,0.0
FCOT, BTB, N/A,0.0,0.0
FCOU, OUE, OUESSO,1.616,16.038
FCPA, KMK, MAKABANA,-3.483,12.617
FCPB, N/A, N/A,0.0,0.0
FCPD, DIS, DOLISIE,-4.208,12.661
FCPE, N/A, N/A,0.0,0.0
FCPG, N/A, N/A,0.0,0.0
FCPI, N/A, N/A,0.0,0.0
FCPK, N/A, N/A,0.0,0.0
FCPL, DIS, N/A,0.0,0.0
FCPM, N/A, N/A,0.0,0.0
FCPN, N/A, N/A,0.0,0.0
FCPO, N/A, N/A,0.0,0.0
FCPP, PNR, POINTE NOIRE,-4.813,11.886
FCPY, N/A, N/A,0.0,0.0
FDGD, N/A, N/A,0.0,0.0
FDGL, N/A, N/A,0.0,0.0
FDMB, N/A, N/A,0.0,0.0
FDMH, N/A, N/A,0.0,0.0
FDMS, MTS, MATSAPHA,-26.529,31.308
FDST, N/A, N/A,0.0,0.0
FDTM, N/A, N/A,0.0,0.0
FDTS, N/A, N/A,0.0,0.0
FDU, N/A, N/A,0.0,0.0
FDUB, N/A, N/A,0.0,0.0
FEFA, N/A, N/A,0.0,0.0
FEFB, MKI, N/A,0.0,0.0
FEFF, BGF, BANGUI M POKO,4.398,18.519
FEFG, BGU, BANGASSOU,4.784,22.781
FEFI, IRO, BIRAO,10.236,22.717
FEFL, BEM, N/A,0.0,0.0
FEFM, BBY, BAMBARI,5.847,20.649
FEFN, NDL, NDELE,8.427,20.635
FEFO, BOP, BOUAR,5.958,15.637
FEFR, BIV, BRIA,6.528,21.989
FEFS, BSN, N/A,0.0,0.0
FEFT, BBT, BERBERATI,4.221,15.786
FEFY, AIG, YALINGA,45.154,-89.111
FEFZ, IMO, N/A,0.0,0.0
FEGZ, BOZ, N/A,0.0,0.0
FGBT, BSG, BATA,1.905,9.806
FGSL, SSG, MALABO,3.755,8.709
FHAW, N/A, ASCENSION AUX AF,-7.969,-14.394
FIMP, MRU, SIR SEEWOOSAGUR RAMGOOLAM INTERNATIONAL,-20.43,57.683
FIMR, RRG, PLAINE CORAIL,-19.758,63.362
FJDG, N/A, DIEGO GARCIA NSF,-7.313,72.411
FKAB, N/A, N/A,0.0,0.0
FKAF, N/A, N/A,0.0,0.0
FKAG, N/A, N/A,0.0,0.0
FKAL, N/A, N/A,0.0,0.0
FKAN, N/A, N/A,0.0,0.0
FKAO, N/A, N/A,0.0,0.0
FKKB, KBI, N/A,0.0,0.0
FKKC, TKC, TIKO,4.089,9.36
FKKD, DLA, DOUALA,4.006,9.719
FKKE, N/A, N/A,0.0,0.0
FKKF, MMF, N/A,0.0,0.0
FKKG, BLC, N/A,0.0,0.0
FKKH, KLE, N/A,0.0,0.0
FKKI, OUR, BATOURI,4.473,14.364
FKKJ, GXX, N/A,0.0,0.0
FKKL, MVR, MAROUA SALAK,10.451,14.257
FKKM, FOM, FOUMBAN NKOUNJA,5.637,10.751
FKKN, NGE, NGAOUNDERE,7.357,13.559
FKKO, BTA, N/A,0.0,0.0
FKKR, GOU, GAROUA,9.336,13.37
FKKS, DSC, N/A,0.0,0.0
FKKT, N/A, N/A,0.0,0.0
FKKU, BFX, BAFOUSSAM,5.537,10.354
FKKV, BPC, BAMENDA,6.039,10.123
FKKW, EBW, N/A,0.0,0.0
FKKY, YAO, YAOUNDE,3.835,11.524
FLAT, N/A, N/A,0.0,0.0
FLCH, N/A, N/A,0.0,0.0
FLCP, CIP, N/A,0.0,0.0
FLCS, N/A, N/A,0.0,0.0
FLDE, N/A, N/A,0.0,0.0
FLEA, N/A, N/A,0.0,0.0
FLEB, N/A, N/A,0.0,0.0
FLEC, N/A, N/A,0.0,0.0
FLED, N/A, N/A,0.0,0.0
FLEE, N/A, N/A,0.0,0.0
FLEF, N/A, N/A,0.0,0.0
FLEG, N/A, N/A,0.0,0.0
FLEH, N/A, N/A,0.0,0.0
FLFW, N/A, N/A,0.0,0.0
FLGE, N/A, N/A,0.0,0.0
FLGW, N/A, N/A,0.0,0.0
FLIK, N/A, N/A,0.0,0.0
FLIS, N/A, N/A,0.0,0.0
FLKB, N/A, N/A,0.0,0.0
FLKD, N/A, N/A,0.0,0.0
FLKE, N/A, KASOMPE,-12.573,27.894
FLKG, N/A, N/A,0.0,0.0
FLKJ, N/A, N/A,0.0,0.0
FLKK, N/A, N/A,0.0,0.0
FLKL, N/A, KALABO,-14.997,22.648
FLKO, N/A, N/A,0.0,0.0
FLKS, KAA, N/A,0.0,0.0
FLKU, N/A, N/A,0.0,0.0
FLKW, N/A, N/A,0.0,0.0
FLKY, ZKB, N/A,0.0,0.0
FLKZ, N/A, N/A,0.0,0.0
FLLA, N/A, N/A,0.0,0.0
FLLD, N/A, N/A,0.0,0.0
FLLI, LVI, LIVINGSTONE,-17.822,25.822
FLLK, N/A, N/A,0.0,0.0
FLLO, N/A, N/A,0.0,0.0
FLLS, LUN, LUSAKA INTERNATIONAL,-15.331,28.453
FLLU, N/A, N/A,0.0,0.0
FLLY, N/A, N/A,0.0,0.0
FLMA, N/A, MANSA,-11.138,28.875
FLMB, N/A, N/A,0.0,0.0
FLMD, N/A, N/A,0.0,0.0
FLMF, MFU, MFUWE,-13.259,31.936
FLMG, N/A, MONGU,-15.254,23.162
FLMI, N/A, N/A,0.0,0.0
FLMK, N/A, N/A,0.0,0.0
FLML, N/A, MUFULIRA,-12.565,28.299
FLMM, N/A, N/A,0.0,0.0
FLMO, N/A, N/A,0.0,0.0
FLMP, N/A, N/A,0.0,0.0
FLMT, N/A, N/A,0.0,0.0
FLMU, N/A, N/A,0.0,0.0
FLMW, N/A, N/A,0.0,0.0
FLMZ, N/A, N/A,0.0,0.0
FLNA, N/A, N/A,0.0,0.0
FLND, NLA, NDOLA,-12.998,28.665
FLNL, N/A, N/A,0.0,0.0
FLNY, N/A, N/A,0.0,0.0
FLPA, N/A, N/A,0.0,0.0
FLPE, N/A, N/A,0.0,0.0
FLPK, N/A, N/A,0.0,0.0
FLPO, N/A, N/A,0.0,0.0
FLRG, N/A, N/A,0.0,0.0
FLRO, N/A, N/A,0.0,0.0
FLRU, N/A, N/A,0.0,0.0
FLSA, N/A, N/A,0.0,0.0
FLSE, N/A, N/A,0.0,0.0
FLSH, N/A, N/A,0.0,0.0
FLSJ, N/A, N/A,0.0,0.0
FLSM, N/A, N/A,0.0,0.0
FLSN, N/A, N/A,0.0,0.0
FLSO, KIW, SOUTHDOWNS,-12.9,28.15
FLSS, N/A, N/A,0.0,0.0
FLSW, N/A, N/A,0.0,0.0
FLWA, N/A, N/A,0.0,0.0
FLWB, N/A, N/A,0.0,0.0
FLWC, N/A, N/A,0.0,0.0
FLWD, N/A, N/A,0.0,0.0
FLWE, N/A, N/A,0.0,0.0
FLWF, N/A, N/A,0.0,0.0
FLWG, N/A, N/A,0.0,0.0
FLWW, N/A, N/A,0.0,0.0
FLYA, N/A, N/A,0.0,0.0
FLZB, N/A, ZAMBEZI,-13.539,23.11
FMCH, HAH, MORONI HAHAIA,-11.534,43.272
FMCI, NWA, MOHELI BANDAR ES SALAM,-12.298,43.766
FMCN, YVA, MORONI ICONI,-11.711,43.244
FMCV, AJN, ANJOUAN OUANI,-12.132,44.43
FMCZ, DZA, DZAOUDZI PAMANZI,-12.805,45.281
FMEE, RUN, ST DENIS GILLOT,-20.887,55.51
FMEP, ZSE, ST PIERRE PIERREFONDS,-21.321,55.425
FMMC, WML, N/A,0.0,0.0
FMME, ATJ, N/A,0.0,0.0
FMMG, WAQ, N/A,0.0,0.0
FMMH, VVB, N/A,0.0,0.0
FMMI, TNR, ANTANANARIVO IVATO,-18.797,47.479
FMMJ, N/A, N/A,0.0,0.0
FMMK, JVA, N/A,0.0,0.0
FMML, BMD, N/A,0.0,0.0
FMMN, ZVA, MIANDRIVAZO,-19.563,45.451
FMMO, MXT, N/A,0.0,0.0
FMMP, N/A, N/A,0.0,0.0
FMMQ, ILK, N/A,0.0,0.0
FMMR, TVA, N/A,0.0,0.0
FMMS, SMS, SAINTE MARIE,-17.094,49.816
FMMT, TMM, TOAMASINA,-18.109,49.392
FMMU, WTA, N/A,0.0,0.0
FMMV, MOQ, MORONDAVA,-20.285,44.318
FMMX, WTS, N/A,0.0,0.0
FMMY, VAT, N/A,0.0,0.0
FMMZ, N/A, N/A,0.0,0.0
FMNA, DIE, ANTSIRANANA ARRACHART,-12.349,49.292
FMNC, WMR, MANANARA AVARATRA,-16.164,49.774
FMND, ZWA, ANDAPA,-14.652,49.621
FMNE, AMB, AMBILOBE MAHAVAVY,-13.188,48.988
FMNF, WBD, N/A,0.0,0.0
FMNG, WPB, N/A,0.0,0.0
FMNH, ANM, ANTALAHA ANTSIRABATO,-14.999,50.32
FMNJ, IVA, N/A,0.0,0.0
FMNK, N/A, N/A,0.0,0.0
FMNL, HVA, ANALALAVA,-14.629,47.764
FMNM, MJN, MAHAJANGA PHILIBERT TSIRANANA,-15.667,46.352
FMNN, NOS, NOSY BE FASCENE,-13.312,48.314
FMNO, DWB, N/A,0.0,0.0
FMNP, N/A, N/A,0.0,0.0
FMNQ, BPY, BESALAMPY,-16.742,44.481
FMNR, WMN, MAROANTSETRA,-15.437,49.688
FMNS, SVB, SAMBAVA SUD,-14.279,50.175
FMNT, TTS, N/A,0.0,0.0
FMNV, VOH, VOHIMARINA,-13.376,50.003
FMNW, WAI, ANTSOHIHY AMBALABE,-14.899,47.994
FMNX, WMA, N/A,0.0,0.0
